Ranking,University Name,National/Regional Rank,Total Score,LOGO,University Detail 
901-1000,Amherst College,183-196,25.0,http://www.shanghairanking.com/_uni/logo/dfcf28882.png,http://www.shanghairanking.com/institution/amherst-college
901-1000,Amity University,9-14,0.0,http://www.shanghairanking.com/_uni/logo/5237e38ed.png,http://www.shanghairanking.com/institution/amity-university
901-1000,Bocconi University,41-46,0.0,http://www.shanghairanking.com/_uni/logo-jpg/9ae9bc98300.jpg,http://www.shanghairanking.com/institution/bocconi-university
901-1000,Brno University of Technology,6-8,0.0,http://www.shanghairanking.com/_uni/logo-jpg/7e8dd9f6f00.jpg,http://www.shanghairanking.com/institution/brno-university-of-technology
901-1000,Budapest University of Technology and Economics,4,9.2,http://www.shanghairanking.com/_uni/logo/bb2fd8008.png,http://www.shanghairanking.com/institution/budapest-university-of-technology-and-economics
901-1000,Carlos III University of Madrid,35-40,0.0,http://www.shanghairanking.com/_uni/logo/a609ac84c.png,http://www.shanghairanking.com/institution/carlos-iii-university-of-madrid
901-1000,China Pharmaceutical University,148-163,0.0,http://www.shanghairanking.com/_uni/logo/95091776.png,http://www.shanghairanking.com/institution/china-pharmaceutical-university
901-1000,China West Normal University,148-163,0.0,http://www.shanghairanking.com/_uni/logo/26457756.png,http://www.shanghairanking.com/institution/china-west-normal-university
901-1000,Chungbuk National University,29-30,0.0,http://www.shanghairanking.com/_uni/logo/28cde693c.png,http://www.shanghairanking.com/institution/chungbuk-national-university
901-1000,Duy Tan University,2,0.0,http://www.shanghairanking.com/_uni/logo-jpg/63ea46f1a00.jpg,http://www.shanghairanking.com/institution/duy-tan-university
901-1000,Ege University,6-11,0.0,http://www.shanghairanking.com/_uni/logo/5aa10edef.png,http://www.shanghairanking.com/institution/ege-university
901-1000,Erciyes University,6-11,0.0,http://www.shanghairanking.com/_uni/logo/6ddb67622.png,http://www.shanghairanking.com/institution/erciyes-university
901-1000,Federal University of Bahia,18-21,0.0,http://www.shanghairanking.com/_uni/logo/84ec6a331.png,http://www.shanghairanking.com/institution/federal-university-of-bahia
901-1000,Federal University of Goiás,18-21,0.0,http://www.shanghairanking.com/_uni/logo/54f3b5500.png,http://www.shanghairanking.com/institution/federal-university-of-gois
901-1000,Federal University of Rio Grande do Norte,18-21,0.0,http://www.shanghairanking.com/_uni/logo/faa7d6d7e.png,http://www.shanghairanking.com/institution/federal-university-of-rio-grande-do-norte
901-1000,Ferdowsi University of Mashhad,9-11,0.0,http://www.shanghairanking.com/_uni/logo-jpg/16bc7567800.jpg,http://www.shanghairanking.com/institution/ferdowsi-university-of-mashhad
901-1000,F?rat University,6-11,0.0,http://www.shanghairanking.com/_uni/logo/b951d72e1.png,http://www.shanghairanking.com/institution/frat-university
901-1000,Florida Atlantic University,183-196,0.0,http://www.shanghairanking.com/_uni/logo/9caf1853e.png,http://www.shanghairanking.com/institution/florida-atlantic-university
901-1000,Foshan University,148-163,0.0,http://www.shanghairanking.com/_uni/logo/52972913.png,http://www.shanghairanking.com/institution/foshan-university
901-1000,Gazi University,6-11,0.0,http://www.shanghairanking.com/_uni/logo/5f75b4c64.png,http://www.shanghairanking.com/institution/gazi-university
901-1000,Guangdong University of Foreign Studies,148-163,0.0,http://www.shanghairanking.com/_uni/logo/56969885.png,http://www.shanghairanking.com/institution/guangdong-university-of-foreign-studies
901-1000,Hallym University,29-30,0.0,http://www.shanghairanking.com/_uni/logo/27af3a63f.png,http://www.shanghairanking.com/institution/hallym-university
901-1000,Hebei Medical University,148-163,0.0,http://www.shanghairanking.com/_uni/logo/28892538.png,http://www.shanghairanking.com/institution/hebei-medical-university
901-1000,Homi Bhabha National Institute,9-14,0.0,http://www.shanghairanking.com/_uni/logo/473319d35.png,http://www.shanghairanking.com/institution/homi-bhabha-national-institute
901-1000,Huaqiao University,148-163,0.0,http://www.shanghairanking.com/_uni/logo/22700357.png,http://www.shanghairanking.com/institution/huaqiao-university
901-1000,Hunan Agricultural University,148-163,0.0,http://www.shanghairanking.com/_uni/logo/66911347.png,http://www.shanghairanking.com/institution/hunan-agricultural-university
901-1000,Hunan University of Technology,148-163,0.0,http://www.shanghairanking.com/_uni/logo/21950632.png,http://www.shanghairanking.com/institution/hunan-university-of-technology
901-1000,Illinois Institute of Technology,183-196,0.0,http://www.shanghairanking.com/_uni/logo/6cb3e78d1.png,http://www.shanghairanking.com/institution/illinois-institute-of-technology
901-1000,International School for Advanced Studies,41-46,0.0,http://www.shanghairanking.com/_uni/logo/e837359d8.png,http://www.shanghairanking.com/institution/international-school-for-advanced-studies
901-1000,Iran University of Medical Sciences,9-11,0.0,http://www.shanghairanking.com/_uni/logo-jpg/7bdb59f6100.jpg,http://www.shanghairanking.com/institution/iran-university-of-medical-sciences
901-1000,Istanbul Technical University,6-11,0.0,http://www.shanghairanking.com/_uni/logo/a15dc9875.png,http://www.shanghairanking.com/institution/istanbul-technical-university
901-1000,Kafrelsheikh University,7,0.0,http://www.shanghairanking.com/_uni/logo/016e9570d.png,http://www.shanghairanking.com/institution/kafrelsheikh-university
901-1000,King Juan Carlos University,35-40,0.0,http://www.shanghairanking.com/_uni/logo/c251b9a14.png,http://www.shanghairanking.com/institution/king-juan-carlos-university
901-1000,Kumamoto University,28-32,0.0,http://www.shanghairanking.com/_uni/logo/3af1d997a.png,http://www.shanghairanking.com/institution/kumamoto-university
901-1000,Liaocheng University,148-163,0.0,http://www.shanghairanking.com/_uni/logo/34048509.png,http://www.shanghairanking.com/institution/liaocheng-university
901-1000,Loyola University Chicago,183-196,0.0,http://www.shanghairanking.com/_uni/logo/ea2da1392.png,http://www.shanghairanking.com/institution/loyola-university-chicago
901-1000,Manipal University,9-14,0.0,http://www.shanghairanking.com/_uni/logo/da7a2701d.png,http://www.shanghairanking.com/institution/manipal-university
901-1000,Medical University of Warsaw,7-11,0.0,http://www.shanghairanking.com/_uni/logo/620978957.png,http://www.shanghairanking.com/institution/medical-university-of-warsaw
901-1000,Metropolitan Autonomous University,4,0.0,http://www.shanghairanking.com/_uni/logo/0bba28142.png,http://www.shanghairanking.com/institution/metropolitan-autonomous-university
901-1000,Middle East Technical University,6-11,0.0,http://www.shanghairanking.com/_uni/logo/9996d5d43.png,http://www.shanghairanking.com/institution/middle-east-technical-university
901-1000,Missouri University of Science and Technology,183-196,0.0,http://www.shanghairanking.com/_uni/logo/03199876a.png,http://www.shanghairanking.com/institution/missouri-university-of-science-and-technology
901-1000,Nara Institute of Science and Technology,28-32,0.0,http://www.shanghairanking.com/_uni/logo-jpg/555d0d3c200.jpg,http://www.shanghairanking.com/institution/nara-institute-of-science-and-technology
901-1000,National University of La Plata,2,0.0,http://www.shanghairanking.com/_uni/logo-jpg/cd59edbab00.jpg,http://www.shanghairanking.com/institution/national-university-of-la-plata
901-1000,National University of Sciences and Technology Pakistan,6-7,0.0,http://www.shanghairanking.com/_uni/logo/062358790.png,http://www.shanghairanking.com/institution/national-university-of-sciences-and-technology-pakistan
901-1000,NHH - Norwegian School of Economics,6-7,11.9,http://www.shanghairanking.com/_uni/logo/2a426c0b9.png,http://www.shanghairanking.com/institution/nhh-norwegian-school-of-economics-1
901-1000,Nicolaus Copernicus University,7-11,0.0,http://www.shanghairanking.com/_uni/logo/ae1c8076a.png,http://www.shanghairanking.com/institution/nicolaus-copernicus-university
901-1000,Northeast Normal University,148-163,0.0,http://www.shanghairanking.com/_uni/logo/12611652.png,http://www.shanghairanking.com/institution/northeast-normal-university
901-1000,Ontario Tech University,25-26,0.0,http://www.shanghairanking.com/_uni/logo/880e13370.png,http://www.shanghairanking.com/institution/ontario-tech-university
901-1000,Portland State University,183-196,0.0,http://www.shanghairanking.com/_uni/logo/cdfa03d57.png,http://www.shanghairanking.com/institution/portland-state-university
901-1000,Qilu University of Technology,148-163,0.0,http://www.shanghairanking.com/_uni/logo/90803100.png,http://www.shanghairanking.com/institution/qilu-university-of-technology
901-1000,Qingdao University of Science and Technology,148-163,0.0,http://www.shanghairanking.com/_uni/logo/56581722.png,http://www.shanghairanking.com/institution/qingdao-university-of-science-and-technology
901-1000,Quaid-i-Azam University,6-7,0.0,http://www.shanghairanking.com/_uni/logo-jpg/e9c06aded00.jpg,http://www.shanghairanking.com/institution/quaid-i-azam-university
901-1000,Ryerson University,25-26,0.0,http://www.shanghairanking.com/_uni/logo/f8463f7ab.png,http://www.shanghairanking.com/institution/ryerson-university
901-1000,Saitama University,28-32,14.1,http://www.shanghairanking.com/_uni/logo-jpg/458dbdfa300.jpg,http://www.shanghairanking.com/institution/saitama-university
901-1000,Shanghai Normal University,148-163,0.0,http://www.shanghairanking.com/_uni/logo/69056215.png,http://www.shanghairanking.com/institution/shanghai-normal-university
901-1000,South Dakota State University,183-196,5.3,http://www.shanghairanking.com/_uni/logo/a6724f3f7.png,http://www.shanghairanking.com/institution/south-dakota-state-university
901-1000,Southwest Petroleum University,148-163,0.0,http://www.shanghairanking.com/_uni/logo/43387859.png,http://www.shanghairanking.com/institution/southwest-petroleum-university
901-1000,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,9-14,0.0,http://www.shanghairanking.com/_uni/logo/ebe00be09.png,http://www.shanghairanking.com/institution/srm-institute-of-science-and-technology
901-1000,SUNY College of Environmental Science and Forestry,183-196,0.0,http://www.shanghairanking.com/_uni/logo/a94042f05.png,http://www.shanghairanking.com/institution/suny-college-of-environmental-science-and-forestry
901-1000,SUNY Upstate Medical University,183-196,0.0,http://www.shanghairanking.com/_uni/logo/3e09fce39.png,http://www.shanghairanking.com/institution/suny-upstate-medical-university
901-1000,Technical University of Dortmund,46-47,0.0,http://www.shanghairanking.com/_uni/logo/483120804.png,http://www.shanghairanking.com/institution/technical-university-of-dortmund
901-1000,Technical University of Ostrava,6-8,0.0,http://www.shanghairanking.com/_uni/logo/220c0fd65.png,http://www.shanghairanking.com/institution/technical-university-of-ostrava
901-1000,The Graduate University for Advanced Studies,28-32,0.0,http://www.shanghairanking.com/_uni/logo-jpg/b0ab0cee300.jpg,http://www.shanghairanking.com/institution/the-graduate-university-for-advanced-studies
901-1000,Tianjin University of Technology,148-163,0.0,http://www.shanghairanking.com/_uni/logo/41797414.png,http://www.shanghairanking.com/institution/tianjin-university-of-technology
901-1000,Tokyo University of Agriculture and Technology,28-32,0.0,http://www.shanghairanking.com/_uni/logo-jpg/7e6d70e4c00.jpg,http://www.shanghairanking.com/institution/tokyo-university-of-agriculture-and-technology
901-1000,Tuscia University,41-46,0.0,http://www.shanghairanking.com/_uni/logo-jpg/eb0f4b75a00.jpg,http://www.shanghairanking.com/institution/tuscia-university
901-1000,Universidad Andrés Bello,3-4,0.0,http://www.shanghairanking.com/_uni/logo/3719ee9b1.png,http://www.shanghairanking.com/institution/universidad-andrs-bello
901-1000,Universidad de Cadiz,35-40,0.0,http://www.shanghairanking.com/_uni/logo/b93c1b5d4.png,http://www.shanghairanking.com/institution/universidad-de-cadiz
901-1000,Universidad de Las Palmas de Gran Canaria,35-40,0.0,http://www.shanghairanking.com/_uni/logo/b8df9307a.png,http://www.shanghairanking.com/institution/universidad-de-las-palmas-de-gran-canaria
901-1000,Universidade Federal de Mato Grosso do Sul,18-21,0.0,http://www.shanghairanking.com/_uni/logo-jpg/47638c80c00.jpg,http://www.shanghairanking.com/institution/universidade-federal-de-mato-grosso-do-sul
901-1000,University of Arkansas at Little Rock,183-196,0.0,http://www.shanghairanking.com/_uni/logo/4e0b6ae1d.png,http://www.shanghairanking.com/institution/university-of-arkansas-at-little-rock
901-1000,University of Calcutta,9-14,17.7,http://www.shanghairanking.com/_uni/logo/13d0a8540.png,http://www.shanghairanking.com/institution/university-of-calcutta
901-1000,University of Cantabria,35-40,0.0,http://www.shanghairanking.com/_uni/logo/b18108fa6.png,http://www.shanghairanking.com/institution/university-of-cantabria
901-1000,University of Concepcion,3-4,0.0,http://www.shanghairanking.com/_uni/logo/e3b28a1dc.png,http://www.shanghairanking.com/institution/university-of-concepcion
901-1000,University of Hertfordshire,61-63,0.0,http://www.shanghairanking.com/_uni/logo/32b49be85.png,http://www.shanghairanking.com/institution/university-of-hertfordshire
901-1000,University of Insubria,41-46,0.0,http://www.shanghairanking.com/_uni/logo-jpg/7a74d775d00.jpg,http://www.shanghairanking.com/institution/university-of-insubria
901-1000,University of Klagenfurt,13,0.0,http://www.shanghairanking.com/_uni/logo/2abfd4126.png,http://www.shanghairanking.com/institution/university-of-klagenfurt
901-1000,University of Lincoln,61-63,0.0,http://www.shanghairanking.com/_uni/logo/4de0ba56b.png,http://www.shanghairanking.com/institution/university-of-lincoln
901-1000,University of Los Andes (Colombia),2,0.0,http://www.shanghairanking.com/_uni/logo/c71bae7aa.png,http://www.shanghairanking.com/institution/university-of-los-andes-colombia
901-1000,University of Massachusetts Boston,183-196,0.0,http://www.shanghairanking.com/_uni/logo/3d8902c19.png,http://www.shanghairanking.com/institution/university-of-massachusetts-boston
901-1000,University of Massachusetts Lowell,183-196,0.0,http://www.shanghairanking.com/_uni/logo/36f61d97e.png,http://www.shanghairanking.com/institution/university-of-massachusetts-lowell
901-1000,University of Montana - Missoula,183-196,0.0,http://www.shanghairanking.com/_uni/logo/0034300e0.png,http://www.shanghairanking.com/institution/university-of-montana-missoula
901-1000,University of Novi Sad,2,0.0,http://www.shanghairanking.com/_uni/logo-jpg/e0402d93a00.jpg,http://www.shanghairanking.com/institution/university-of-novi-sad
901-1000,University of Rhode Island,183-196,0.0,http://www.shanghairanking.com/_uni/logo/c3738a931.png,http://www.shanghairanking.com/institution/university-of-rhode-island
901-1000,University of Salento,41-46,0.0,http://www.shanghairanking.com/_uni/logo/8f42945d7.png,http://www.shanghairanking.com/institution/university-of-salento
901-1000,University of South Africa,8-9,14.1,http://www.shanghairanking.com/_uni/logo/1f22364ec.png,http://www.shanghairanking.com/institution/university-of-south-africa
901-1000,University of South Bohemia,6-8,0.0,http://www.shanghairanking.com/_uni/logo/f2820ddf3.png,http://www.shanghairanking.com/institution/university-of-south-bohemia
901-1000,University of Tabriz,9-11,0.0,http://www.shanghairanking.com/_uni/logo/307321cde.png,http://www.shanghairanking.com/institution/university-of-tabriz
901-1000,University of The Free State,8-9,0.0,http://www.shanghairanking.com/_uni/logo/49df870d2.png,http://www.shanghairanking.com/institution/university-of-the-free-state
901-1000,University of Tours,28,0.0,http://www.shanghairanking.com/_uni/logo-jpg/08d23d24900.jpg,http://www.shanghairanking.com/institution/university-of-tours
901-1000,University of Ulster,61-63,0.0,http://www.shanghairanking.com/_uni/logo/df5c548a3.png,http://www.shanghairanking.com/institution/university-of-ulster
901-1000,University of Urbino,41-46,0.0,http://www.shanghairanking.com/_uni/logo/203c984c5.png,http://www.shanghairanking.com/institution/university-of-urbino
901-1000,University of Valladolid,35-40,0.0,http://www.shanghairanking.com/_uni/logo/ad34a1938.png,http://www.shanghairanking.com/institution/university-of-valladolid
901-1000,University of Wuppertal,46-47,0.0,http://www.shanghairanking.com/_uni/logo/2ab2f4975.png,http://www.shanghairanking.com/institution/university-of-wuppertal
901-1000,Warsaw University of Technology,7-11,0.0,http://www.shanghairanking.com/_uni/logo/a347c5cbd.png,http://www.shanghairanking.com/institution/warsaw-university-of-technology
901-1000,Western Norway University of Applied Sciences,6-7,0.0,http://www.shanghairanking.com/_uni/logo-jpg/d744fea2900.jpg,http://www.shanghairanking.com/institution/western-norway-university-of-applied-sciences
901-1000,Wroclaw University of Science and Technology,7-11,0.0,http://www.shanghairanking.com/_uni/logo/ed480bb71.png,http://www.shanghairanking.com/institution/wroclaw-university-of-science-and-technology
901-1000,Yantai University,148-163,0.0,http://www.shanghairanking.com/_uni/logo/78347320.png,http://www.shanghairanking.com/institution/yantai-university
