Rank,University Name ,ranking-institution-title href,Location,sdg-score-multi__number,sdg-score-multi__value,sdg-score-multi__number 2,sdg-score-multi__value 2,sdg-score-multi__number 3,sdg-score-multi__value 3,sdg-score-multi__value 4,scores,sdg-score-multi__number 5,sdg-score-multi__value 5,sdg-score-multi__number 6,sdg-score-multi__value 6,sdg-score-multi__number 7,sdg-score-multi__value 7,sdg-score-multi__number 8,sdg-score-multi__value 8
1001+,"Independent University, Bangladesh",https://www.timeshighereducation.com/world-university-rankings/independent-university-bangladesh,Bangladesh,,,,,,,61.1–70.5,7.9–53.8,,,5,22.1–34.3,10,25.6–39.9,,
1001+,Indira Gandhi Delhi Technical University for Women,https://www.timeshighereducation.com/world-university-rankings/indira-gandhi-delhi-technical-university-women,India,11,38.5–52.3,,,,,1.5–45.2,7.9–53.8,5,43.7–51.5,,,,,,
1001+,Universitas Indo Global Mandiri,https://www.timeshighereducation.com/world-university-rankings/universitas-indo-global-mandiri,Indonesia,6,24.8–42.6,,,,,1.5–45.2,7.9–53.8,5,56.1–61.4,,,7,38.7–51.8,,
1001+,Indus University,https://www.timeshighereducation.com/world-university-rankings/indus-university,Pakistan,,,12,2.8–25.9,,,1.5–45.2,7.9–53.8,3,1.0–32.0,,,7,0.5–10.7,,
1001+,University of Information Technology and Communications,https://www.timeshighereducation.com/world-university-rankings/university-information-technology-and-communications,Iraq,,,7,11.1–38.6,,,1.5–45.2,7.9–53.8,,,5,34.4–43.6,,,,
1001+,Inha University in Tashkent,https://www.timeshighereducation.com/world-university-rankings/inha-university-tashkent-0,Uzbekistan,4,2.8–35.7,,,,,1.5–45.2,7.9–53.8,1,23.3–38.1,,,,,3,1.0–32.0
1001+,Inönü University,https://www.timeshighereducation.com/world-university-rankings/inonu-university,Turkey,,,,,3,44.7–54.5,1.5–45.2,7.9–53.8,,,,,7,38.7–51.8,4,51.0–58.6
1001+,Institut Teknologi PLN,https://www.timeshighereducation.com/world-university-rankings/institut-teknologi-pln,Indonesia,,,4,43.6–50.9,,,61.1–70.5,7.9–53.8,,,12,49.4–58.6,,,5,34.4–43.6
1001+,International Christian University,https://www.timeshighereducation.com/world-university-rankings/international-christian-university,Japan,4,35.8–43.5,,,,,45.3–53.3,7.9–53.8,,,,,8,35.7–48.3,16,45.2–58.6
1001+,International University for the Humanities and Development,https://www.timeshighereducation.com/world-university-rankings/international-university-humanities-and-development,Turkmenistan,,,15,2.1–38.0,,,1.5–45.2,7.9–53.8,,,,,,,5,22.1–34.3
1001+,"International Islamic University, Islamabad",https://www.timeshighereducation.com/world-university-rankings/international-islamic-university-islamabad,Pakistan,,,,,,,1.5–45.2,7.9–53.8,,,5,43.7–51.5,16,45.2–58.6,,
1001+,International University of Sarajevo,https://www.timeshighereducation.com/world-university-rankings/international-university-sarajevo,Bosnia and Herzegovina,,,16,29.1–45.0,5,43.7–51.5,1.5–45.2,7.9–53.8,,,,,,,10,3.9–25.5
1001+,Ion Mincu University of Architecture and Urbanism,https://www.timeshighereducation.com/world-university-rankings/ion-mincu-university-architecture-and-urbanism,Romania,5,43.7–51.5,,,,,1.5–45.2,7.9–53.8,,,,,10,25.6–39.9,4,43.6–50.9
1001+,Iraq University College,https://www.timeshighereducation.com/world-university-rankings/iraq-university-college,Iraq,10,25.6–39.9,,,1,23.3–38.1,1.5–45.2,7.9–53.8,,,4,35.8–43.5,,,,
1001+,Irkutsk State University,,,8,35.7–48.3,16,38.2–49.4,1,,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Isabela State University,https://www.timeshighereducation.com/world-university-rankings/isabela-state-university,Philippines,,,1,49.5–54.4,5,34.4–43.6,45.3–53.3,7.9–53.8,,,16,45.2–58.6,,,,
1001+,The Islamic University,https://www.timeshighereducation.com/world-university-rankings/islamic-university,Iraq,,,1,38.2–49.4,,,1.5–45.2,7.9–53.8,7,11.1–38.6,3,32.1–44.6,,,,
1001+,Islamic University of Madinah,https://www.timeshighereducation.com/world-university-rankings/islamic-university-madinah,Saudi Arabia,,,12,26.1–49.1,,,1.5–45.2,7.9–53.8,8,1.4–35.6,4,35.8–43.5,,,,
1001+,Universitas Islam Sultan Agung,https://www.timeshighereducation.com/world-university-rankings/universitas-islam-sultan-agung,Indonesia,3,32.1–44.6,,,,,1.5–45.2,7.9–53.8,,,8,1.4–35.6,,,4,51.0–58.6
1001+,Universiti Islam Sultan Sharif Ali,https://www.timeshighereducation.com/world-university-rankings/universiti-islam-sultan-sharif-ali,Brunei Darussalam,16,29.1–45.0,,,11,20.9–38.4,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Israel Technological University,https://www.timeshighereducation.com/world-university-rankings/israel-technological-university,Ecuador,7,11.1–38.6,8,35.7–48.3,,,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Istanbul Gedik University,https://www.timeshighereducation.com/world-university-rankings/istanbul-gedik-university,Turkey,9,17.2–33.8,,,,,1.5–45.2,7.9–53.8,,,,,3,44.7–54.5,5,22.1–34.3
1001+,Istanbul Okan University,https://www.timeshighereducation.com/world-university-rankings/istanbul-okan-university,Turkey,,,3,54.7–63.8,,,1.5–45.2,7.9–53.8,7,38.7–51.8,2,38.4–48.2,,,,
1001+,Istanbul Sabahattin Zaim University,https://www.timeshighereducation.com/world-university-rankings/istanbul-sabahattin-zaim-university,Turkey,3,32.1–44.6,12,26.1–49.1,,,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Istanbul Ticaret University,https://www.timeshighereducation.com/world-university-rankings/istanbul-ticaret-university,Turkey,16,29.1–45.0,10,25.6–39.9,8,35.7–48.3,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Ivan Franko National University of Lviv,https://www.timeshighereducation.com/world-university-rankings/ivan-franko-national-university-lviv,Ukraine,,,16,45.2–58.6,11,38.5–52.3,1.5–45.2,7.9–53.8,8,35.7–48.3,,,,,,
1001+,Ivanovo State University,,,1,23.3–38.1,4,32.1–44.6,3,1.5–45.2,2.8–35.7,7.9–53.8,,,,,,,,
1001+,Izmir University of Economics,https://www.timeshighereducation.com/world-university-rankings/izmir-university-economics,Turkey,9,51.0–60.2,1,38.2–49.4,,,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Izmir Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/izmir-institute-technology,Turkey,11,38.5–52.3,,,,,1.5–45.2,7.9–53.8,,,9,60.3–72.9,7,38.7–51.8,,
1001+,Jabir ibn Hayyan Medical University,https://www.timeshighereducation.com/world-university-rankings/jabir-ibn-hayyan-medical-university,Iraq,,,,,1,5.8–23.2,1.5–45.2,7.9–53.8,,,5,5.0–21.9,,,3,44.7–54.5
1001+,Jan Kochanowski University in Kielce,https://www.timeshighereducation.com/world-university-rankings/jan-kochanowski-university-kielce,Poland,4,2.8–35.7,,,6,0.7–24.6,1.5–45.2,7.9–53.8,,,,,,,3,44.7–54.5
1001+,Japan University of Economics,https://www.timeshighereducation.com/world-university-rankings/japan-university-economics,Japan,,,1,23.3–38.1,,,1.5–45.2,7.9–53.8,,,,,7,11.1–38.6,,
1001+,University of Jijel,https://www.timeshighereducation.com/world-university-rankings/university-jijel,Algeria,,,4,2.8–35.7,10,3.9–25.5,1.5–45.2,7.9–53.8,,,,,,,5,5.0–21.9
1001+,Jizzakh Polytechnic Institute,https://www.timeshighereducation.com/world-university-rankings/jizzakh-polytechnic-institute,Uzbekistan,4,51.0–58.6,9,17.2–33.8,,,1.5–45.2,7.9–53.8,,,5,34.4–43.6,,,,
1001+,Jizzakh State Pedagogical University,https://www.timeshighereducation.com/world-university-rankings/jizzakh-state-pedagogical-university,Uzbekistan,10,25.6–39.9,,,,,1.5–45.2,7.9–53.8,,,,,,,5,34.4–43.6
1001+,John von Neumann University,https://www.timeshighereducation.com/world-university-rankings/john-von-neumann-university,Hungary,11,20.9–38.4,,,8,48.4–57.7,1.5–45.2,7.9–53.8,7,38.7–51.8,,,,,,
1001+,Kabardino-Balkarian State University,,,10,51.8–57.5,8,57.8–62.2,4,51.0–58.6,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Kabul Polytechnic University,https://www.timeshighereducation.com/world-university-rankings/kabul-polytechnic-university,Afghanistan,,,,,7,38.7–51.8,45.3–53.3,7.9–53.8,13,56.6–66.3,1,38.2–49.4,,,,
1001+,Kalasalingam Academy of Research and Education,https://www.timeshighereducation.com/world-university-rankings/kalasalingam-academy-research-and-education,India,6,24.8–42.6,13,25.7–41.3,,,1.5–45.2,7.9–53.8,,,,,5,34.4–43.6,,
1001+,Kalasin University,https://www.timeshighereducation.com/world-university-rankings/kalasin-university-0,Thailand,1,54.5–60.1,,,5,51.6–56.0,45.3–53.3,7.9–53.8,,,,,,,4,51.0–58.6
1001+,Kamianets-Pod?lskyi Ivan Ohiienko National University,https://www.timeshighereducation.com/world-university-rankings/kamianets-podilskyi-national-ivan-ohiienko-university-0,Ukraine,3,1.0–32.0,1,5.8–23.2,,,45.3–53.3,7.9–53.8,4,2.8–35.7,,,,,,
1001+,Kamphaeng Phet Rajabhat University,https://www.timeshighereducation.com/world-university-rankings/kamphaeng-phet-rajabhat-university,Thailand,11,38.5–52.3,16,29.1–45.0,,,53.4–61.0,7.9–53.8,,,,,,,4,43.6–50.9
1001+,Kannur University,https://www.timeshighereducation.com/world-university-rankings/kannur-university,India,13,1.8–25.6,5,34.4–43.6,,,1.5–45.2,7.9–53.8,,,,,,,7,38.7–51.8
1001+,Kansai Medical University,https://www.timeshighereducation.com/world-university-rankings/kansai-medical-university,Japan,3,79.6,5,22.1–34.3,9,17.2–33.8,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Karaganda University of Kazpotrebsoyuz,https://www.timeshighereducation.com/world-university-rankings/karaganda-university-kazpotrebsoyuz,Kazakhstan,16,45.2–58.6,,,,,1.5–45.2,7.9–53.8,,,8,48.4–57.7,5,43.7–51.5,,
1001+,Karakalpak State University,https://www.timeshighereducation.com/world-university-rankings/karakalpak-state-university,Uzbekistan,7,38.7–51.8,,,5,43.7–51.5,1.5–45.2,7.9–53.8,,,,,,,4,51.0–58.6
1001+,Karshi State University,https://www.timeshighereducation.com/world-university-rankings/karshi-state-university,Uzbekistan,9,51.0–60.2,,,8,1.4–35.6,1.5–45.2,7.9–53.8,,,,,,,5,22.1–34.3
1001+,Université Kasdi Merbah Ouargla,https://www.timeshighereducation.com/world-university-rankings/universite-kasdi-merbah-ouargla,Algeria,,,,,8,1.4–35.6,1.5–45.2,7.9–53.8,,,4,2.8–35.7,1,23.3–38.1,,
1001+,Kastamonu University,https://www.timeshighereducation.com/world-university-rankings/kastamonu-university,Turkey,,,2,38.4–48.2,,,45.3–53.3,7.9–53.8,11,20.9–38.4,,,,,4,35.8–43.5
1001+,Kazakh-British Technical University,https://www.timeshighereducation.com/world-university-rankings/kazakh-british-technical-university-kbtu,Kazakhstan,5,22.1–34.3,8,35.7–48.3,7,38.7–51.8,61.1–70.5,7.9–53.8,,,,,,,,
1001+,Kazakh National Women’s Teacher Training University,https://www.timeshighereducation.com/world-university-rankings/kazakh-national-womens-teacher-training-university,Kazakhstan,,,,,,,1.5–45.2,7.9–53.8,,,5,43.7–51.5,,,4,2.8–35.7
1001+,Kazan National Research Technical University,,,9,51.0–60.2,4,,,1.5–45.2,43.6–50.9,7.9–53.8,,40.0–51.7,10,,,,,
1001+,Kazan National Research Technological University,,,8,48.4–57.7,9,33.9–50.8,4,2.8–35.7,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Kazan State Medical University,,,3,73.5–78.9,9,17.2–33.8,16,,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Keisen University,https://www.timeshighereducation.com/world-university-rankings/keisen-university,Japan,,,,,,,1.5–45.2,7.9–53.8,15,2.1–38.0,5,34.4–43.6,,,,
1001+,Kemerovo State University,,,2,15.3–38.3,4,66.6–73.0,13,25.7–41.3,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Kenyatta University,https://www.timeshighereducation.com/world-university-rankings/kenyatta-university,Kenya,5,34.4–43.6,,,,,53.4–61.0,7.9–53.8,6,24.8–42.6,,,,,4,43.6–50.9
1001+,University of Kerbala,https://www.timeshighereducation.com/world-university-rankings/university-kerbala,Iraq,8,1.4–35.6,4,35.8–43.5,,,1.5–45.2,7.9–53.8,,,,,,,5,22.1–34.3
1001+,Kharkiv University of Humanities “People’s Ukrainian Academy”,https://www.timeshighereducation.com/world-university-rankings/kharkiv-university-humanities-peoples-ukrainian-academy,Ukraine,,,,,10,25.6–39.9,1.5–45.2,7.9–53.8,,,5,43.7–51.5,8,35.7–48.3,,
1001+,Kharkiv National Automobile and Highway University,https://www.timeshighereducation.com/world-university-rankings/kharkiv-national-automobile-and-highway-university,Ukraine,,,13,25.7–41.3,,,1.5–45.2,7.9–53.8,,,,,,,5,22.1–34.3
1001+,Kharkiv National University of Radio Electronics,https://www.timeshighereducation.com/world-university-rankings/kharkiv-national-university-radio-electronics,Ukraine,,,,,,,45.3–53.3,7.9–53.8,3,44.7–54.5,5,34.4–43.6,,,10,57.6–65.1
1001+,Kherson State Maritime Academy,https://www.timeshighereducation.com/world-university-rankings/kherson-state-maritime-academy,Ukraine,,,,,,,1.5–45.2,7.9–53.8,4,35.8–43.5,8,35.7–48.3,,,7,11.1–38.6
1001+,University of Kirkuk,https://www.timeshighereducation.com/world-university-rankings/university-kirkuk,Iraq,5,5.0–21.9,,,,,1.5–45.2,7.9–53.8,,,8,1.4–35.6,,,4,62.6–66.5
1001+,K?r?ehir Ahi Evran University,https://www.timeshighereducation.com/world-university-rankings/kirsehir-ahi-evran-university,Turkey,,,,,1,38.2–49.4,1.5–45.2,7.9–53.8,,,4,62.6–66.5,,,,
1001+,The University of Kitakyushu,https://www.timeshighereducation.com/world-university-rankings/university-kitakyushu,Japan,16,58.7–63.6,12,26.1–49.1,,,45.3–53.3,7.9–53.8,,,8,48.4–57.7,,,,
1001+,Kokshetau State University,https://www.timeshighereducation.com/world-university-rankings/kokshetau-state-university,Kazakhstan,,,,,5,43.7–51.5,1.5–45.2,7.9–53.8,4,66.6–73.0,,,,,10,57.6–65.1
1001+,Komazawa University,https://www.timeshighereducation.com/world-university-rankings/komazawa-university,Japan,11,20.9–38.4,16,58.7–63.6,,,1.5–45.2,7.9–53.8,7,11.1–38.6,,,,,,
1001+,Kore University of Enna,https://www.timeshighereducation.com/world-university-rankings/kore-university-enna,Italy,,,,,,,1.5–45.2,7.9–53.8,8,35.7–48.3,4,58.7–62.5,,,,
1001+,KTO Karatay University,https://www.timeshighereducation.com/world-university-rankings/kto-karatay-university,Turkey,3,54.7–63.8,7,61.8–67.8,9,17.2–33.8,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Kuban State Technological University,,,4,62.4–66.3,8,43.6–50.9,1,45.3–53.3,38.2–49.4,7.9–53.8,,,,,,,,
1001+,Kyoto Sangyo University,https://www.timeshighereducation.com/world-university-rankings/kyoto-sangyo-university,Japan,11,38.5–52.3,,,5,22.1–34.3,1.5–45.2,7.9–53.8,3,32.1–44.6,,,,,,
1001+,Kyrgyz-Turkish Manas University,https://www.timeshighereducation.com/world-university-rankings/kyrgyz-turkish-manas-university,Kyrgyzstan,2,48.3–56.2,10,25.6–39.9,,,1.5–45.2,7.9–53.8,4,35.8–43.5,,,,,,
1001+,Kyushu Sangyo University,https://www.timeshighereducation.com/world-university-rankings/kyushu-sangyo-university,Japan,10,3.9–25.5,,,,,1.5–45.2,7.9–53.8,7,11.1–38.6,4,2.8–35.7,,,,
1001+,University of Laghouat,https://www.timeshighereducation.com/world-university-rankings/university-laghouat,Algeria,,,,,16,29.1–45.0,1.5–45.2,7.9–53.8,,,,,8,35.7–48.3,,
1001+,University of Lagos,https://www.timeshighereducation.com/world-university-rankings/university-lagos,Nigeria,9,51.0–60.2,,,,,53.4–61.0,7.9–53.8,3,44.7–54.5,,,,,11,38.5–52.3
1001+,Lagos State University,https://www.timeshighereducation.com/world-university-rankings/lagos-state-university,Nigeria,,,,,2,38.4–48.2,45.3–53.3,7.9–53.8,,,5,43.7–51.5,,,4,62.6–66.5
1001+,University of Lampung,https://www.timeshighereducation.com/world-university-rankings/university-lampung,Indonesia,11,20.9–38.4,,,3,1.0–32.0,1.5–45.2,7.9–53.8,,,12,26.1–49.1,,,,
1001+,Landmark University,https://www.timeshighereducation.com/world-university-rankings/landmark-university,Nigeria,2,48.3–56.2,,,11,38.5–52.3,45.3–53.3,7.9–53.8,,,,,7,61.8–67.8,,
1001+,University of Leoben,https://www.timeshighereducation.com/world-university-rankings/university-leoben,Austria,,,,,16,45.2–58.6,61.1–70.5,7.9–53.8,,,,,,,8,57.8–62.2
1001+,L.N. Gumilyov Eurasian National University,https://www.timeshighereducation.com/world-university-rankings/ln-gumilyov-eurasian-national-university,Kazakhstan,,,,,16,29.1–45.0,1.5–45.2,7.9–53.8,,,,,8,48.4–57.7,,
1001+,Loei Rajabhat University,https://www.timeshighereducation.com/world-university-rankings/loei-rajabhat-university,Thailand,4,62.6–66.5,15,38.2–47.7,,,1.5–45.2,7.9–53.8,,,5,43.7–51.5,,,,
1001+,Lyceum-Northwestern University,https://www.timeshighereducation.com/world-university-rankings/lyceum-northwestern-university,Philippines,,,12,2.8–25.9,3,32.1–44.6,1.5–45.2,7.9–53.8,11,1.5–20.8,,,,,,
1001+,Lynn University,https://www.timeshighereducation.com/world-university-rankings/lynn-university,United States,,,4,43.6–50.9,,,1.5–45.2,7.9–53.8,3,44.7–54.5,,,,,5,69.2
1001+,Mahachulalongkornrajavidyalaya University,https://www.timeshighereducation.com/world-university-rankings/mahachulalongkornrajavidyalaya-university-0,Thailand,4,51.0–58.6,15,47.8–59.4,,,1.5–45.2,7.9–53.8,,,,,,,16,29.1–45.0
1001+,Maha Sarakham Rajabhat University,https://www.timeshighereducation.com/world-university-rankings/maha-sarakham-rajabhat-university-0,Thailand,,,,,1,38.2–49.4,1.5–45.2,7.9–53.8,,,,,3,1.0–32.0,,
1001+,Management Development Institute of Singapore in Tashkent,https://www.timeshighereducation.com/world-university-rankings/management-development-institute-singapore-tashkent,Uzbekistan,,,,,,,1.5–45.2,7.9–53.8,7,38.7–51.8,6,24.8–42.6,,,,
1001+,University of Maragheh,https://www.timeshighereducation.com/world-university-rankings/university-maragheh,Iran,,,,,5,22.1–34.3,1.5–45.2,7.9–53.8,4,35.8–43.5,,,3,1.0–32.0,,
1001+,Maranatha Christian University,https://www.timeshighereducation.com/world-university-rankings/maranatha-christian-university,Indonesia,5,51.6–56.0,,,11,20.9–38.4,1.5–45.2,7.9–53.8,,,,,,,4,43.6–50.9
1001+,University of Mascara,https://www.timeshighereducation.com/world-university-rankings/university-mascara,Algeria,,,8,1.4–35.6,1,38.2–49.4,1.5–45.2,7.9–53.8,,,,,,,16,29.1–45.0
1001+,Mashreq University,https://www.timeshighereducation.com/world-university-rankings/mashreq-university,Sudan,1,5.8–23.2,,,,,1.5–45.2,7.9–53.8,3,1.0–32.0,,,10,25.6–39.9,,
1001+,University of Mauritius,https://www.timeshighereducation.com/world-university-rankings/university-mauritius-0,Mauritius,,,,,5,43.7–51.5,45.3–53.3,7.9–53.8,,,16,58.7–63.6,8,35.7–48.3,,
1001+,Mazaya University College,https://www.timeshighereducation.com/world-university-rankings/mazaya-university-college,Iraq,,,,,,,1.5–45.2,7.9–53.8,,,3,32.1–44.6,5,5.0–21.9,4,35.8–43.5
1001+,University of Medellín,https://www.timeshighereducation.com/world-university-rankings/university-medellin,Colombia,16,45.2–58.6,5,22.1–34.3,,,1.5–45.2,7.9–53.8,,,4,43.6–50.9,,,,
1001+,Medical University of Lodz,https://www.timeshighereducation.com/world-university-rankings/medical-university-lodz-0,Poland,3,73.5–78.9,5,43.7–51.5,,,1.5–45.2,7.9–53.8,,,,,10,40.0–51.7,,
1001+,Middle Technical University,https://www.timeshighereducation.com/world-university-rankings/middle-technical-university,Iraq,,,,,,,1.5–45.2,7.9–53.8,7,56.2–61.7,,,,,3,32.1–44.6
1001+,Mindanao State University – Iligan Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/mindanao-state-university-iligan-institute-technology,Philippines,11,38.5–52.3,,,13,25.7–41.3,61.1–70.5,7.9–53.8,,,6,42.8–49.1,,,,
1001+,Minia University,https://www.timeshighereducation.com/world-university-rankings/minia-university,Egypt,,,6,24.8–42.6,,,1.5–45.2,7.9–53.8,,,7,51.9–56.1,3,44.7–54.5,,
1001+,MIREA - Russian Technological University,,,9,17.2–33.8,,,5,22.1–34.3,1.5–45.2,7.9–53.8,4,2.8–35.7,,,,,,
1001+,Mirpur University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/mirpur-university-science-and-technology,Pakistan,,,,,,,1.5–45.2,7.9–53.8,5,34.4–43.6,,,,,4,51.0–58.6
1001+,University of Monastir,https://www.timeshighereducation.com/world-university-rankings/university-monastir,Tunisia,5,34.4–43.6,,,,,1.5–45.2,7.9–53.8,3,44.7–54.5,,,,,11,38.5–52.3
1001+,University of Monterrey,https://www.timeshighereducation.com/world-university-rankings/university-monterrey,Mexico,,,,,,,45.3–53.3,7.9–53.8,,,,,10,25.6–39.9,4,2.8–35.7
1001+,University of Montevideo,https://www.timeshighereducation.com/world-university-rankings/university-montevideo,Uruguay,1,54.5–60.1,16,58.7–63.6,,,45.3–53.3,7.9–53.8,,,,,,,8,1.4–35.6
1001+,Moscow Pedagogical State University,,,8,48.4–57.7,16,,4,51.0–58.6,45.3–53.3,7.9–53.8,,,,,,,,
1001+,Moscow Power Engineering Institute,,,13,25.7–41.3,11,20.9–38.4,7,11.1–38.6,45.3–53.3,7.9–53.8,,,,,,,,
1001+,Moscow State University of Design and Technology,,,8,35.7–48.3,,43.6–50.9,4,1.5–45.2,43.7–51.5,7.9–53.8,5,,,,,,,
1001+,Moscow Technical University of Communications and Informatics,,,11,1.5–20.8,4,35.8–43.5,,,1.5–45.2,7.9–53.8,8,35.7–48.3,,,,,,
1001+,University of Mosul,https://www.timeshighereducation.com/world-university-rankings/university-mosul,Iraq,,,2,38.4–48.2,,,45.3–53.3,7.9–53.8,6,42.8–49.1,,,,,4,43.6–50.9
1001+,Muban Chombueng Rajabhat University,https://www.timeshighereducation.com/world-university-rankings/muban-chombueng-rajabhat-university-0,Thailand,8,35.7–48.3,4,2.8–35.7,1,38.2–49.4,45.3–53.3,7.9–53.8,,,,,,,,
1001+,Mukogawa Women’s University,https://www.timeshighereducation.com/world-university-rankings/mukogawa-womens-university,Japan,,,,,11,20.9–38.4,1.5–45.2,7.9–53.8,3,54.7–63.8,5,34.4–43.6,,,,
1001+,Mulungushi University,https://www.timeshighereducation.com/world-university-rankings/mulungushi-university,Zambia,,,2,15.3–38.3,1,38.2–49.4,1.5–45.2,7.9–53.8,8,35.7–48.3,,,,,,
1001+,Muroran Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/muroran-institute-technology,Japan,,,9,17.2–33.8,,,1.5–45.2,7.9–53.8,7,11.1–38.6,6,0.7–24.6,,,,
1001+,Musashino University,https://www.timeshighereducation.com/world-university-rankings/musashino-university,Japan,,,16,29.1–45.0,,,1.5–45.2,7.9–53.8,,,8,48.4–57.7,3,54.7–63.8,,
1001+,Mustansiriyah University,https://www.timeshighereducation.com/world-university-rankings/mustansiriyah-university,Iraq,5,51.6–56.0,,,,,45.3–53.3,7.9–53.8,3,32.1–44.6,,,,,4,51.0–58.6
1001+,Mykolas Romeris University,https://www.timeshighereducation.com/world-university-rankings/mykolas-romeris-university,Lithuania,10,51.8–57.5,,,,,1.5–45.2,7.9–53.8,,,,,5,56.1–61.4,16,58.7–63.6
1001+,Universidad Nacional de Chimborazo,https://www.timeshighereducation.com/world-university-rankings/universidad-nacional-de-chimborazo-0,Ecuador,,,,,5,34.4–43.6,1.5–45.2,7.9–53.8,3,63.9–68.2,,,,,4,51.0–58.6
1001+,Universidad Nacional de Itapúa,https://www.timeshighereducation.com/world-university-rankings/universidad-nacional-de-itapua,Paraguay,,,1,60.3–68.4,5,43.7–51.5,1.5–45.2,7.9–53.8,,,,,8,1.4–35.6,,
1001+,Universidad Nacional de Villarrica del Espíritu Santo,https://www.timeshighereducation.com/world-university-rankings/universidad-nacional-de-villarrica-del-espiritu-santo,Paraguay,,,,,8,35.7–48.3,1.5–45.2,7.9–53.8,,,,,5,34.4–43.6,4,35.8–43.5
1001+,Nagoya University of Commerce & Business,https://www.timeshighereducation.com/world-university-rankings/nagoya-university-commerce-business,Japan,,,5,5.0–21.9,,,1.5–45.2,7.9–53.8,,,4,2.8–35.7,3,32.1–44.6,,
1001+,Najran University,https://www.timeshighereducation.com/world-university-rankings/najran-university-0,Saudi Arabia,3,32.1–44.6,5,5.0–21.9,,,1.5–45.2,7.9–53.8,,,,,,,4,43.6–50.9
1001+,Nakhchivan State University,https://www.timeshighereducation.com/world-university-rankings/nakhchivan-state-university,Azerbaijan,,,10,40.0–51.7,,,1.5–45.2,7.9–53.8,7,11.1–38.6,,,,,,
1001+,Nakhon Pathom Rajabhat University,https://www.timeshighereducation.com/world-university-rankings/nakhon-pathom-rajabhat-university,Thailand,,,,,,,53.4–61.0,7.9–53.8,3,44.7–54.5,,,,,4,43.6–50.9
1001+,Nakhon Ratchasima Rajabhat University,https://www.timeshighereducation.com/world-university-rankings/nakhon-ratchasima-rajabhat-university,Thailand,11,38.5–52.3,15,79.2,,,1.5–45.2,7.9–53.8,4,43.6–50.9,,,,,,
1001+,Nakhon Sawan Rajabhat University,https://www.timeshighereducation.com/world-university-rankings/nakhon-sawan-rajabhat-university,Thailand,,,,,8,35.7–48.3,1.5–45.2,7.9–53.8,,,4,2.8–35.7,,,,
1001+,Namangan Engineering Construction Institute,https://www.timeshighereducation.com/world-university-rankings/namangan-engineering-construction-institute,Uzbekistan,,,,,,,1.5–45.2,7.9–53.8,11,38.5–52.3,7,38.7–51.8,8,48.4–57.7,,
1001+,Namangan Institute of Engineering and Technology,https://www.timeshighereducation.com/world-university-rankings/namangan-institute-engineering-and-technology,Uzbekistan,,,2,15.3–38.3,8,1.4–35.6,1.5–45.2,7.9–53.8,,,7,11.1–38.6,,,,
1001+,Nara Institute of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/nara-institute-science-and-technology,Japan,6,24.8–42.6,13,25.7–41.3,2,15.3–38.3,1.5–45.2,7.9–53.8,,,,,,,,
1001+,Narxoz University,https://www.timeshighereducation.com/world-university-rankings/narxoz-university,Kazakhstan,,,16,45.2–58.6,,,1.5–45.2,7.9–53.8,5,43.7–51.5,,,,,8,35.7–48.3
1001+,National Aviation University,https://www.timeshighereducation.com/world-university-rankings/national-aviation-university,Ukraine,,,,,,,1.5–45.2,7.9–53.8,5,34.4–43.6,,,10,25.6–39.9,,
1001+,National University of Computer and Emerging Sciences,https://www.timeshighereducation.com/world-university-rankings/national-university-computer-and-emerging-sciences,Pakistan,,,,,,,1.5–45.2,7.9–53.8,,,,,7,38.7–51.8,8,48.4–57.7
1001+,National University of Medical Sciences (NUMS),https://www.timeshighereducation.com/world-university-rankings/national-university-medical-sciences-nums,Pakistan,,,,,12,49.4–58.6,45.3–53.3,7.9–53.8,,,,,,,3,54.7–63.8
1001+,The National University of Ostroh Academy,https://www.timeshighereducation.com/world-university-rankings/national-university-ostroh-academy,Ukraine,4,51.0–58.6,,,,,1.5–45.2,7.9–53.8,,,5,34.4–43.6,,,3,1.0–32.0
1001+,National University of Pharmacy,https://www.timeshighereducation.com/world-university-rankings/national-university-pharmacy,Ukraine,,,10,40.0–51.7,3,54.7–63.8,1.5–45.2,7.9–53.8,,,,,,,4,2.8–35.7
1001+,National Research Saratov State University,,,4,35.8–43.5,8,48.4–57.7,,,1.5–45.2,7.9–53.8,3,32.1–44.6,,,,,,
